headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
amend,verb,C1,tuzatish kiritmoq,вносить поправки,To change a law or document to improve it.,əˈmend,2400,ielts,Parliament amended the education law.,Parlament ta'lim qonuniga tuzatish kiritdi.,revise,
analogy,noun,C1,o'xshatish,аналогия,A comparison between similar things.,əˈnælədʒi,2402,ielts,The teacher used an analogy to explain gravity.,O'qituvchi tortishishni tushuntirish uchun o'xshatishdan foydalandi.,comparison,
compatible,adjective,C1,mos keluvchi,совместимый,Able to exist or work together.,kəmˈpætəbl,2404,ielts,The app is compatible with all phones.,Ilova barcha telefonlar bilan mos keladi.,,incompatible
compound,noun,C1,birikma,соединение,Something made of two or more parts.,ˈkɒmpaʊnd,2406,ielts,Water is a compound of hydrogen and oxygen.,Suv vodorod va kislorod birikmasi.,,
conceive,verb,C1,tasavvur qilmoq o'ylab topmoq,задумывать,To form an idea or plan in the mind.,kənˈsiːv,2408,ielts,It is hard to conceive of life without the internet.,Internetsiz hayotni tasavvur qilish qiyin.,imagine,
conform,verb,C1,rioya qilmoq,соответствовать,To behave according to rules or expectations.,kənˈfɔːm,2410,ielts,Products must conform to safety standards.,Mahsulotlar xavfsizlik standartlariga rioya qilishi kerak.,comply,
consecutive,adjective,C1,ketma-ket,последовательный,Following one after another without a break.,kənˈsekjətɪv,2412,ielts,It rained for five consecutive days.,Besh kun ketma-ket yomg'ir yog'di.,successive,
cumulative,adjective,C1,yig'ilib boruvchi,накопительный,Increasing by additions over time.,ˈkjuːmjələtɪv,2414,ielts,Small savings have a cumulative effect.,Kichik jamg'armalar yig'ilib boruvchi samara beradi.,,
dense,adjective,B2,zich qalin,плотный,Containing a lot in a small space.,dens,2416,ielts,The city centre has dense traffic.,Shahar markazida harakat zich.,thick,sparse
depict,verb,C1,tasvirlab bermoq,изображать,To show or describe something in art or words.,dɪˈpɪkt,2418,ielts,The painting depicts village life.,Rasm qishloq hayotini tasvirlaydi.,portray,
distort,verb,C1,buzib ko'rsatmoq,искажать,To change something so it is no longer true or clear.,dɪˈstɔːt,2420,ielts,The media can distort the facts.,OAV faktlarni buzib ko'rsatishi mumkin.,twist,
elaborate,adjective,C1,puxta ishlangan,тщательно продуманный,Very detailed and complicated.,ɪˈlæbərət,2422,ielts,They made elaborate preparations for the visit.,Ular tashrifga puxta tayyorgarlik ko'rishdi.,detailed,simple
eligible,adjective,C1,huquqiga ega,имеющий право,Having the right to do or receive something.,ˈelɪdʒəbl,2424,ielts,Students over 18 are eligible to vote.,18 yoshdan oshgan talabalar ovoz berish huquqiga ega.,qualified,ineligible
erode,verb,C1,yemirmoq,разрушать,To gradually wear away or destroy.,ɪˈrəʊd,2426,ielts,Wind and rain erode the rocks.,Shamol va yomg'ir toshlarni yemiradi.,,
extract,verb,C1,ajratib olmoq,извлекать,To take something out especially with effort.,ɪkˈstrækt,2428,ielts,Oil is extracted from beneath the desert.,Neft cho'l ostidan qazib olinadi.,,
formula,noun,B2,formula,формула,A rule written in symbols; a fixed method.,ˈfɔːmjələ,2430,ielts,There is no magic formula for success.,Muvaffaqiyatning sehrli formulasi yo'q.,,
fragment,noun,C1,parcha bo'lak,фрагмент,A small broken piece of something.,ˈfræɡmənt,2432,ielts,Archaeologists found fragments of ancient pottery.,Arxeologlar qadimiy sopol parchalarini topishdi.,piece,
generation,noun,B2,avlod,поколение,All people born around the same time.,ˌdʒenəˈreɪʃn,2434,ielts,The younger generation prefers online learning.,Yosh avlod onlayn o'qishni afzal ko'radi.,,
hierarchy,noun,C1,ierarxiya pog'onali tizim,иерархия,A system with levels from highest to lowest.,ˈhaɪərɑːki,2436,ielts,The company has a strict hierarchy.,Kompaniyada qat'iy pog'onali tizim mavjud.,,
ideology,noun,C1,mafkura,идеология,A set of political or economic beliefs.,ˌaɪdiˈɒlədʒi,2438,ielts,The party's ideology attracts young voters.,Partiya mafkurasi yosh saylovchilarni jalb qiladi.,,
imminent,adjective,C1,yaqinlashib kelayotgan,неминуемый,About to happen very soon.,ˈɪmɪnənt,2440,ielts,The dark clouds warned of imminent rain.,Qora bulutlar yaqin yomg'irdan darak berdi.,impending,distant
incline,verb,C1,moyil bo'lmoq,склоняться,To tend towards an opinion or action.,ɪnˈklaɪn,2442,ielts,I incline to agree with your view.,Fikringizga qo'shilishga moyilman.,tend,
index,noun,C1,ko'rsatkich indeks,индекс,A list or a number that shows a level.,ˈɪndeks,2444,ielts,The price index rose two percent.,Narx indeksi ikki foizga ko'tarildi.,,
induce,verb,C1,keltirib chiqarmoq,вызывать,To cause something to happen.,ɪnˈdjuːs,2446,ielts,Stress can induce sleep problems.,Stress uyqu muammolarini keltirib chiqarishi mumkin.,cause,
inflation,noun,B2,inflyatsiya,инфляция,A general rise in prices.,ɪnˈfleɪʃn,2448,ielts,Inflation reduced the value of savings.,Inflyatsiya jamg'armalar qadrini kamaytirdi.,,
inhibit,verb,C1,to'sqinlik qilmoq,подавлять,To prevent or slow down a process.,ɪnˈhɪbɪt,2450,ielts,Fear inhibits learning.,Qo'rquv o'rganishga to'sqinlik qiladi.,restrain,encourage
insert,verb,B2,kiritmoq joylamoq,вставлять,To put something inside something else.,ɪnˈsɜːt,2452,ielts,Insert the card into the machine.,Kartani apparatga kiriting.,,remove
instance,noun,B2,misol holat,пример,A particular example or case.,ˈɪnstəns,2454,ielts,This is another instance of poor planning.,Bu yomon rejalashtirishning yana bir misoli.,example,
institute,noun,B2,institut,институт,An organization for research or education.,ˈɪnstɪtjuːt,2456,ielts,She works at a research institute.,U tadqiqot institutida ishlaydi.,,
integral,adjective,C1,ajralmas,неотъемлемый,Necessary as part of a whole.,ˈɪntɪɡrəl,2458,ielts,Practice is an integral part of learning.,Mashq o'rganishning ajralmas qismi.,essential,
intense,adjective,B2,kuchli shiddatli,интенсивный,Very strong or extreme.,ɪnˈtens,2460,ielts,The heat was intense in July.,Iyulda issiq juda kuchli edi.,extreme,mild
interval,noun,C1,oraliq,интервал,A period of time between events.,ˈɪntəvl,2462,ielts,Trains run at twenty-minute intervals.,Poyezdlar yigirma daqiqa oraliqda qatnaydi.,gap,
intervene,verb,C1,aralashmoq,вмешиваться,To become involved to change a situation.,ˌɪntəˈviːn,2464,ielts,The teacher intervened to stop the argument.,O'qituvchi bahsni to'xtatish uchun aralashdi.,,
intrinsic,adjective,C1,ichki asl,внутренне присущий,Belonging naturally to something.,ɪnˈtrɪnzɪk,2466,ielts,Curiosity has intrinsic value in science.,Qiziquvchanlik fanda asl qiymatga ega.,inherent,external
journal,noun,B2,jurnal,журнал,A serious magazine on an academic subject.,ˈdʒɜːnl,2468,ielts,Her article appeared in a medical journal.,Uning maqolasi tibbiy jurnalda chiqdi.,,
likelihood,noun,C1,ehtimollik,вероятность,The chance of something happening.,ˈlaɪklihʊd,2470,ielts,There is little likelihood of snow today.,Bugun qor yog'ish ehtimoli past.,probability,
literacy,noun,C1,savodxonlik,грамотность,The ability to read and write.,ˈlɪtərəsi,2472,ielts,Literacy rates have risen sharply.,Savodxonlik darajasi keskin oshdi.,,
magnitude,noun,C1,ko'lam kattalik,масштаб,The great size or importance of something.,ˈmæɡnɪtjuːd,2474,ielts,They underestimated the magnitude of the task.,Ular vazifa ko'lamini yetarlicha baholamadi.,scale,
mainstream,adjective,C1,asosiy oqimdagi,основной,Accepted by most people as normal.,ˈmeɪnstriːm,2476,ielts,Online learning has become mainstream.,Onlayn ta'lim asosiy oqimga aylandi.,,
manipulate,verb,C1,manipulyatsiya qilmoq,манипулировать,To control something or someone skilfully or unfairly.,məˈnɪpjəleɪt,2478,ielts,Advertisers manipulate our emotions.,Reklamachilar his-tuyg'ularimizni manipulyatsiya qiladi.,,
margin,noun,C1,farq chegara,разница,The difference between amounts; an edge.,ˈmɑːdʒɪn,2480,ielts,She won the election by a narrow margin.,U saylovda ozgina farq bilan g'alaba qozondi.,,
mature,adjective,B2,yetuk,зрелый,Fully grown or developed; behaving sensibly.,məˈtʃʊə,2482,ielts,She is very mature for her age.,U yoshiga nisbatan juda yetuk.,,immature
mediate,verb,C1,vositachilik qilmoq,посредничать,To help two sides reach an agreement.,ˈmiːdieɪt,2484,ielts,The UN mediated between the two countries.,BMT ikki davlat o'rtasida vositachilik qildi.,,
medium,noun,C1,vosita,средство,A way of communicating or expressing something.,ˈmiːdiəm,2486,ielts,Television is a powerful medium.,Televideniye kuchli vosita.,channel,
mere,adjective,C1,atigi oddiy,всего лишь,Nothing more than.,mɪə,2488,ielts,He was a mere child when he started.,Boshlaganida u atigi bola edi.,,
methodology,noun,C1,metodologiya,методология,The system of methods used in research.,ˌmeθəˈdɒlədʒi,2490,ielts,The study's methodology was criticized.,Tadqiqot metodologiyasi tanqid qilindi.,,
minimal,adjective,C1,juda oz minimal,минимальный,Very small in amount.,ˈmɪnɪml,2492,ielts,The storm caused minimal damage.,Bo'ron juda oz zarar yetkazdi.,,maximum
mode,noun,C1,usul rejim,режим,A way of doing something.,məʊd,2494,ielts,Walking is his preferred mode of travel.,Piyoda yurish uning sevimli yurish usuli.,manner,
modify,verb,B2,o'zgartirish kiritmoq,модифицировать,To change something slightly.,ˈmɒdɪfaɪ,2496,ielts,The recipe was modified for vegetarians.,Retsept vegetarianlar uchun o'zgartirildi.,adjust,
momentum,noun,C1,shiddat sur'at,импульс,The force that keeps something moving or developing.,məˈmentəm,2498,ielts,The reform movement gained momentum.,Islohot harakati shiddat oldi.,,
motive,noun,B2,sabab niyat,мотив,The reason for doing something.,ˈməʊtɪv,2500,ielts,The police looked for a motive.,Politsiya sababni qidirdi.,reason,
notable,adjective,C1,e'tiborga loyiq,примечательный,Important and deserving attention.,ˈnəʊtəbl,2502,ielts,The city is notable for its architecture.,Shahar me'morchiligi bilan e'tiborga loyiq.,remarkable,
nuance,noun,C1,nozik farq,нюанс,A very small difference in meaning or feeling.,ˈnjuːɑːns,2504,ielts,Translators must catch every nuance.,Tarjimonlar har bir nozik farqni ilg'ashi kerak.,,
obligation,noun,B2,majburiyat,обязательство,Something you must do.,ˌɒblɪˈɡeɪʃn,2506,ielts,Parents have an obligation to their children.,Ota-onalar farzandlari oldida majburiyatga ega.,duty,
obscure,adjective,C1,noma'lum tushunarsiz,малоизвестный,Not well known; difficult to understand.,əbˈskjʊə,2508,ielts,He quoted an obscure poet.,U noma'lum shoirdan iqtibos keltirdi.,unknown,famous
offset,verb,C1,qoplamoq muvozanatlamoq,компенсировать,To balance one effect with an opposite one.,ˈɒfset,2510,ielts,Higher sales offset the rising costs.,Yuqori savdo o'sib borayotgan xarajatlarni qopladi.,counterbalance,
ongoing,adjective,B2,davom etayotgan,продолжающийся,Still continuing.,ˈɒnɡəʊɪŋ,2512,ielts,The investigation is ongoing.,Tergov davom etmoqda.,continuing,finished
optimal,adjective,C1,eng maqbul,оптимальный,Best possible.,ˈɒptɪml,2514,ielts,Eight hours is the optimal amount of sleep.,Sakkiz soat — uyquning eng maqbul miqdori.,ideal,
option,noun,B2,tanlov variant,вариант,Something you can choose.,ˈɒpʃn,2516,ielts,Students have several course options.,Talabalarda bir nechta kurs tanlovi bor.,choice,
orient,verb,C1,yo'naltirmoq,ориентировать,To aim something at a particular group or purpose.,ˈɔːrient,2518,ielts,The course is oriented towards beginners.,Kurs boshlovchilarga yo'naltirilgan.,direct,
outweigh,verb,C1,ustun kelmoq,перевешивать,To be more important than something else.,ˌaʊtˈweɪ,2520,ielts,The benefits outweigh the risks.,Foydalar xatarlardan ustun keladi.,,
overlap,verb,C1,qisman mos kelmoq,частично совпадать,To cover part of the same area or subject.,ˌəʊvəˈlæp,2522,ielts,Our work schedules overlap on Fridays.,Ish jadvallarimiz jumada qisman mos keladi.,,
oversee,verb,C1,nazorat qilmoq,курировать,To watch and direct work or workers.,ˌəʊvəˈsiː,2524,ielts,She oversees the whole project.,U butun loyihani nazorat qiladi.,supervise,
paradigm,noun,C1,paradigma namuna,парадигма,A typical model or pattern of something.,ˈpærədaɪm,2526,ielts,The internet created a new paradigm for news.,Internet yangiliklar uchun yangi paradigma yaratdi.,model,
parameter,noun,C1,mezon chegara,параметр,A limit that controls how something is done.,pəˈræmɪtə,2528,ielts,Work within the parameters of the budget.,Byudjet chegaralari doirasida ishlang.,limit,
partial,adjective,C1,qisman,частичный,Not complete.,ˈpɑːʃl,2530,ielts,The plan was only a partial success.,Reja faqat qisman muvaffaqiyat bo'ldi.,incomplete,complete
passive,adjective,C1,sust passiv,пассивный,Accepting without active response.,ˈpæsɪv,2532,ielts,Watching TV is a passive activity.,Televizor ko'rish sust mashg'ulot.,,active
peer,noun,C1,tengdosh,сверстник,A person of the same age or position.,pɪə,2534,ielts,Teenagers are influenced by their peers.,O'smirlarga tengdoshlari ta'sir qiladi.,,
periodic,adjective,C1,davriy,периодический,Happening at regular intervals.,ˌpɪəriˈɒdɪk,2536,ielts,The machine needs periodic maintenance.,Mashina davriy texnik xizmatga muhtoj.,regular,
persist,verb,C1,davom etmoq qat'iyat qilmoq,упорствовать,To continue despite difficulty.,pəˈsɪst,2538,ielts,If the pain persists see a doctor.,Og'riq davom etsa shifokorga murojaat qiling.,continue,cease
