headword,pos,cefr_level,translation_uz,translation_ru,definition_en,ipa,frequency_rank,category,example_en,example_uz,synonyms,antonyms
page,noun,A1,bet sahifa,страница,One side of a piece of paper in a book.,peɪd͡ʒ,4736,school,"Please open your history textbook to page fifty-five, everyone.","Iltimos, hammangiz tarix darsligingizni ellik beshinchi betiga oching.",side leaf,
search,verb,A2,qidirmoq izlamoq,искать,To look carefully for someone or something that is missing.,sɜːt͡ʃ,4740,actions,They search the forest every day for the lost puppy.,Ular har kuni o'rmonda yo'qolgan kuchukchani qidirishadi.,seek look for,
free,adjective,A1,tekin bepul,бесплатный,Not costing any money to have or use.,fɹiː,4742,basics,The school provides free books for all of its new students.,Maktab barcha yangi o'quvchilari uchun bepul kitoblar bilan ta'minlaydi.,gratis costless,expensive
information,noun,A2,ma'lumot,информация,"Facts or details about a person, event, or situation.",ˌɪn.fəˈmeɪ.ʃn̩,4750,ielts,You can find more information about this course on the website.,Ushbu kurs haqida ko'proq ma'lumotni veb-saytdan topishingiz mumkin.,data details,
news,noun,A2,yangilik xabar,новости,New information about events that happen in the world.,njuːz,4764,basics,I watched the morning news on television yesterday.,Kecha televizorda tonggi yangiliklarni ko'rdim.,reports information,
business,noun,A2,biznes korxona,бизнес,"The activity of making, buying, or selling goods or services for money.",ˈbɪz.nɪs,4778,work,She decided to start her own business after leaving university.,U universitetni tugatgach o'z biznesini boshlashga qaror qildi.,company firm,
view,noun,B1,qarash fikr,взгляд,An opinion or way of thinking about a particular subject.,vjuː,4784,ielts,"In my view, education is the most important thing for success.","Mening fikrimcha, ta'lim muvaffaqiyat uchun eng muhim narsadir.",opinion belief,
online,adjective,A2,internetdagi onlayn,онлайн,Connected to or available through the internet.,ˈɒnlaɪn,4786,school,Many students prefer to take online classes from their home.,Ko'p talabalar uydan turib onlayn darslarda qatnashishni ma'qul ko'rishadi.,,
first,adjective,A1,birinchi,первый,Coming before all others in time or order.,fɜːst,4788,basics,It was my first time visiting a foreign country last year.,O'tgan yili xorijiy davlatga birinchi marta tashrif buyurgan edim.,,last
service,noun,A2,xizmat,услуга,Help or work done by someone for another person or organization.,ˈsɜː.vɪs,4808,work,The customer was very happy with the service at the hotel.,Mijoz mehmonxonadagi xizmatdan juda mamnun bo'ldi.,assistance help,
date,noun,A1,sana vaqt,дата,A specific day of the month or year.,deɪt,4812,time,What is the date of your birthday celebration?,Tug'ilgan kuningiz nishonlanadigan sana qaysi?,day,
top,noun,A1,ust qism cho'qqi,верх,The highest part or surface of something.,tɒp,4814,describing,We climbed to the top of the mountain to see the view.,Manzarani ko'rish uchun tog'ning cho'qqisiga chiqdik.,peak summit,bottom
state,verb,B2,bayon qilmoq qayd etmoq,"заявлять, констатировать",To express something clearly and formally in speech or writing.,steɪt,4822,ielts,The report will state the facts clearly for all the committee members.,Hisobot barcha qo'mita a'zolari uchun faktlarni aniq bayon qiladi.,declare express,
email,noun,A1,elektron xat,электронная почта,A message sent from one computer to another using the internet.,ˈiːmeɪl,4826,work,I sent an email to my teacher about the next school project.,Men o'qituvchimga keyingi maktab loyihasi haqida elektron xat yubordim.,mail,post
world,noun,A1,dunyo olam,мир,"The earth and all the people, places, and things on it.",wɜːld,4830,nature,There are many different countries all around the world to visit today.,Bugun dunyo bo'ylab tashrif buyurish uchun ko'plab turli mamlakatlar mavjud.,earth,
next,adjective,A1,keyingi navbatdagi,следующий,"Coming immediately after the current person, thing, or time.",nɛkst,4832,time,We will have our next English lesson on Monday morning at nine.,Biz keyingi ingliz tili darsimizni dushanba kuni soat to'qqizda o'tamiz.,following,previous
last,adjective,A1,oxirgi so'nggi,последний,Coming after all others in time or order; final.,lɑːst,4836,time,"This is the last piece of cake, so please take it now.","Bu tortning oxirgi bo'lagi, shuning uchun iltimos uni hozir oling.",final,first
music,noun,A1,musiqa,музыка,Sounds arranged in a way that is pleasant or interesting to listen to.,ˈmjuː.zɪk,4842,basics,I listen to relaxing music when I want to focus on work.,Ishga diqqatimni qaratmoqchi bo'lganimda tinchlantiruvchi musiqa eshitaman.,,
product,noun,A2,mahsulot buyum,продукт,"Something that is made, grown, or created to be sold to people.",ˈpɹɒd.əkt,4848,work,This new cleaning product is very effective for removing tough stains.,Ushbu yangi tozalash vositasi qiyin dog'larni ketkazishda juda samarali.,good item,
system,noun,B1,tizim tartib,система,A set of related parts that work together to achieve a specific goal.,ˈsɪstəm,4850,ielts,The school has a new system to track student attendance every morning.,Maktabda har kuni ertalab o'quvchilar davomatini kuzatish uchun yangi tizim bor.,method organization,
post,verb,B1,joylashtirmoq e'lon qilmoq,разместить,To publish something on the internet for people to see.,pəʊst,4852,actions,I will post the photos from our trip on my social media.,Sayohatimizdan olingan suratlarni ijtimoiy tarmoqlarimga joylayman.,publish announce,
add,verb,A2,qo'shmoq,добавлять,To put something together with something else to increase the size or amount.,æd,4856,actions,Please add a little more sugar to my hot coffee today.,"Iltimos, bugun issiq qahvamga biroz ko'proq shakar qo'shing.",increase join,subtract
number,noun,A1,son raqam,число,A symbol or word used to represent a specific amount or quantity.,ˈnʌmbər,4858,basics,Can you write down your phone number on this piece of paper?,Telefon raqamingizni shu qog'ozga yozib bera olasizmi?,figure quantity,
please,adverb,A1,iltimos marhamat,пожалуйста,A polite word used to ask for something or to make a request.,pliːz,4862,basics,Could you please help me carry these heavy bags to the car?,"Iltimos, bu og'ir sumkalarni mashinagacha olib borishga yordam bera olasizmi?",kindly,
